Time,Group,Participant,Success,Invested,Photo,Emotion,false_alarm,Notes,Survey,I1,I2,I3
25/07/2023 12:24:48,0,0,0,0,0,N,0,,0,,,
25/07/2023 12:25:36,1,0,0,0,0,N,0,,0,,,
25/07/2023 12:27:15,2,1,1,1,1,P,0,,1,"repeat what you said for confirmation, for understanding instructions","front desk, reception work, concerige, office help, to deliver things","like the lights are engaging, if it doesnt understand, show red light, "
25/07/2023 12:36:32,3,1,0,1,0,P,0,,0,,,
25/07/2023 12:37:23,4,1,0,0,1,P,0,,1,,,
25/07/2023 12:43:02,5,1,0,1,0,N,0,,0,,,
25/07/2023 12:43:02,5,1,1,1,0,N,0,,0,,,
25/07/2023 12:47:14,6,0,0,0,0,N,0,,0,,,
25/07/2023 12:47:14,6,0,0,0,0,N,0,,0,,,
25/07/2023 12:47:42,7,1,1,1,0,P,0,,0,,,
25/07/2023 12:48:54,8,1,0,0,0,N,0,,0,,,
25/07/2023 12:49:58,9,1,1,1,0,P,0,,1,,,
25/07/2023 12:55:48,10,0,0,0,0,N,0,,0,,,
25/07/2023 12:57:13,11,0,0,0,0,N,0,,0,,,
25/07/2023 12:57:13,11,0,0,0,0,N,0,,0,,,
25/07/2023 12:57:52,12,0,0,0,0,N,0,,0,,,
25/07/2023 12:59:50,13,0,0,0,0,N,0,,0,,,
25/07/2023 13:00:00,14,0,0,0,0,N,0,,0,,,
25/07/2023 13:00:17,15,0,0,0,0,N,0,,0,,,
25/07/2023 13:01:07,16,0,0,0,0,N,0,,0,,,
25/07/2023 13:01:16,17,0,0,0,0,N,0,,0,,,
25/07/2023 13:01:16,17,0,0,0,0,N,0,,0,,,
25/07/2023 13:02:43,18,0,0,0,0,N,0,,0,,,
25/07/2023 13:02:58,19,0,0,0,0,N,0,,0,,,
25/07/2023 13:03:06,20,0,0,0,0,N,0,,0,,,
25/07/2023 13:03:06,20,0,0,0,0,N,0,,0,,,
25/07/2023 13:03:52,21,0,0,0,0,N,0,,0,,,
25/07/2023 13:03:57,22,0,0,0,0,N,0,,0,,,
25/07/2023 13:03:59,23,0,0,0,0,N,0,,0,,,
25/07/2023 13:04:46,24,0,0,0,0,N,0,,0,,,
25/07/2023 13:04:58,25,0,0,0,0,N,0,,0,,,
25/07/2023 13:06:05,26,0,0,0,0,N,0,,0,,,
25/07/2023 13:08:47,27,0,0,0,0,N,0,,0,,,
25/07/2023 13:08:47,27,0,0,0,0,N,0,,0,,,
25/07/2023 13:15:48,28,0,0,0,0,N,0,,0,,,
25/07/2023 13:17:43,29,0,0,0,0,N,0,,0,,,
25/07/2023 13:18:24,30,0,0,0,0,N,0,,0,,,
25/07/2023 13:18:24,30,0,0,0,0,N,0,,0,,,
25/07/2023 13:18:55,31,0,0,0,0,N,0,,0,,,
25/07/2023 13:20:07,32,0,0,0,0,N,0,,0,,,
25/07/2023 13:23:19,33,0,0,0,0,N,0,,0,,,
25/07/2023 13:23:19,33,0,0,0,0,N,0,,0,,,
25/07/2023 13:24:20,34,0,0,0,0,N,0,,0,,,
25/07/2023 13:24:30,35,0,0,0,0,N,0,,0,,,
25/07/2023 13:25:03,36,0,0,0,0,N,0,,0,,,
25/07/2023 13:25:15,37,0,0,0,0,N,0,,0,,,
25/07/2023 13:25:15,37,0,0,0,0,N,0,,0,,,
25/07/2023 13:27:02,38,0,0,0,0,N,0,,0,,,
25/07/2023 13:28:03,39,0,0,0,0,N,0,,0,,,
25/07/2023 13:28:09,40,1,1,1,0,P,0,,1,"more responsive head movement, inform human of current situation","stacking shelves, delivery in a confined space, therapy","nice to look at the participant, not static, more human-like appearance"
25/07/2023 13:28:09,41,0,0,0,0,N,0,,0,,,
25/07/2023 13:38:44,42,0,0,0,0,N,0,,0,,,
25/07/2023 13:40:30,43,0,0,0,0,N,0,,0,,,
25/07/2023 13:41:13,44,0,0,0,0,N,0,,0,,,
25/07/2023 13:41:50,45,0,0,0,0,N,0,,0,,,
25/07/2023 13:41:50,45,0,0,0,0,N,0,,0,,,
25/07/2023 13:44:16,46,0,0,0,0,N,0,,0,,,
25/07/2023 13:44:16,46,0,0,0,0,N,0,,0,,,
25/07/2023 13:45:33,47,0,0,0,0,N,0,,0,,,
25/07/2023 13:49:16,48,0,0,0,0,N,0,,0,,,
25/07/2023 13:49:56,49,0,0,0,0,N,0,,0,,,
25/07/2023 13:50:36,50,0,0,0,0,N,0,,0,,,
25/07/2023 13:51:04,51,0,0,0,0,N,0,,0,,,
25/07/2023 13:53:26,52,1,1,1,0,P,0,,1,"give it legs, enters personal space too frequently, ",carry luggage at a hotel,no
25/07/2023 14:03:30,53,1,1,1,0,P,0,,1,,,
25/07/2023 14:03:30,53,1,0,1,0,P,0,,0,,,
27/07/2023 14:03:43,54,0,0,0,0,N,0,,0,,,
27/07/2023 14:04:20,55,0,0,0,0,N,0,,0,,,
27/07/2023 14:04:26,56,0,0,0,0,N,0,,0,,,
27/07/2023 14:05:20,57,0,0,0,0,N,0,,0,,,
27/07/2023 14:05:25,58,1,1,1,1,P,0,,1,,,
27/07/2023 14:12:40,59,0,0,0,0,N,0,,0,,,
27/07/2023 14:12:45,60,0,0,0,0,N,0,,0,,,
27/07/2023 14:13:59,61,0,0,0,0,N,0,,0,,,
27/07/2023 14:15:22,62,0,0,0,0,N,0,,0,,,
27/07/2023 14:17:21,63,0,0,0,0,N,0,,0,,,
27/07/2023 14:18:25,64,0,0,0,0,N,0,,0,,,
27/07/2023 14:20:14,65,0,0,0,0,N,0,,0,,,
27/07/2023 14:20:18,66,0,0,0,0,N,0,,0,,,
27/07/2023 14:20:18,66,0,0,0,0,N,0,,0,,,
27/07/2023 14:21:08,67,0,0,0,0,N,0,,0,,,
27/07/2023 14:23:24,68,0,0,0,0,N,0,,0,,,
27/07/2023 14:23:30,69,0,0,0,0,N,0,,0,,,
27/07/2023 14:23:30,69,0,0,0,0,N,0,,0,,,
27/07/2023 14:23:45,70,0,0,0,0,N,0,,0,,,
27/07/2023 14:24:28,71,0,0,0,0,N,0,,0,,,
27/07/2023 14:25:19,72,0,0,0,0,N,0,,0,,,
27/07/2023 14:26:46,73,1,0,1,0,N,0,,0,,,
27/07/2023 14:26:46,73,0,0,0,0,P,0,,0,,,
27/07/2023 14:29:01,74,0,0,0,0,N,0,,0,,,
27/07/2023 14:29:32,75,0,0,0,0,N,0,,0,,,
27/07/2023 14:32:50,76,0,0,0,0,N,0,,0,,,
27/07/2023 14:35:06,77,0,0,0,0,N,0,,0,,,
27/07/2023 14:35:50,78,0,0,0,0,N,0,,0,,,
27/07/2023 14:37:21,79,0,0,0,0,N,0,,0,,,
27/07/2023 14:37:27,80,0,0,0,0,N,0,,0,,,
27/07/2023 14:38:23,81,0,0,0,0,N,0,,0,,,
27/07/2023 14:38:46,82,0,0,0,0,N,0,,0,,,
27/07/2023 14:39:11,83,0,0,0,0,N,0,,0,,,
27/07/2023 14:42:09,84,0,0,0,0,N,0,,0,,,
27/07/2023 14:42:20,85,0,0,0,0,N,0,,0,,,
27/07/2023 14:45:26,86,0,0,0,0,N,0,,0,,,
27/07/2023 14:46:30,87,0,0,0,0,N,0,,0,,,
27/07/2023 14:46:30,87,0,0,0,0,N,0,,0,,,
27/07/2023 14:48:18,88,0,0,0,0,N,0,,0,,,
27/07/2023 14:48:23,89,0,0,0,0,N,0,,0,,,
27/07/2023 14:50:00,90,0,0,0,0,N,0,,0,,,
27/07/2023 14:51:46,91,0,0,0,0,N,0,,0,,,
27/07/2023 14:51:46,91,0,0,0,0,N,0,,0,,,
27/07/2023 14:51:46,91,0,0,0,0,N,0,,0,,,
27/07/2023 14:56:52,92,0,0,0,0,N,0,,0,,,
27/07/2023 15:00:14,93,0,0,0,0,N,0,,0,,,
27/07/2023 15:00:14,93,0,0,0,0,N,0,,0,,,
27/07/2023 15:00:14,93,0,0,0,0,N,0,,0,,,
27/07/2023 15:00:41,94,0,0,0,0,N,0,,0,,,
27/07/2023 15:03:59,95,0,0,0,0,N,0,,0,,,
27/07/2023 15:04:53,96,0,0,0,0,N,0,,0,,,
27/07/2023 15:04:56,97,0,0,0,0,N,0,,0,,,
27/07/2023 15:05:49,98,0,0,0,0,N,0,,0,,,
27/07/2023 15:07:39,99,1,1,1,0,P,0,,0,,,
27/07/2023 15:07:39,99,0,0,0,0,N,0,,0,,,
27/07/2023 15:09:12,100,0,0,0,0,N,0,,0,,,
27/07/2023 15:10:19,101,0,0,0,0,N,0,,0,,,
27/07/2023 15:11:06,102,0,0,0,0,N,0,,0,,,
27/07/2023 15:11:20,103,0,0,0,0,N,0,,0,,,
27/07/2023 15:13:04,104,0,0,0,0,N,0,,0,,,
27/07/2023 15:14:15,105,0,0,0,0,N,0,,0,,,
27/07/2023 15:16:04,106,0,0,0,0,N,0,,0,,,
27/07/2023 15:18:08,107,0,0,0,0,N,0,,0,,,
27/07/2023 15:20:42,108,0,0,0,0,N,0,,0,,,
27/07/2023 15:21:05,109,1,1,1,1,P,0,,1,,,
27/07/2023 15:28:29,110,0,0,0,0,N,0,,0,,,
27/07/2023 15:41:31,111,1,1,1,0,P,0,,1,,,
27/07/2023 15:54:17,112,0,0,0,0,N,0,,0,,,
27/07/2023 15:54:21,113,0,0,0,0,N,0,,0,,,
27/07/2023 15:55:43,114,0,0,0,0,N,0,,0,,,
27/07/2023 15:56:06,115,0,0,0,0,N,0,,0,,,
27/07/2023 15:59:02,116,0,0,0,0,N,0,,0,,,
